"","program","percent_poc_concentration","poverty_rate_concentration","med_hh_income_concentration","pop_density_concentration","access_to_car_concentration","age_over_64_concentration","age_under_18_concentration","airports_primary_concentration","annual_vehicle_mi_per_hh_concentration","avg_hh_person_trips_concentration","bridges_concentration","bridges_poor_condition_concentration","broadband_speed_concentration","capacity_environment_concentration","capacity_housing_concentration","capacity_transport_concentration","cnw_500_concentration","commute_time_concentration","contaminated_sites_concentration","diesel_pm_concentration","docks_concentration","employment_access_index_concentration","energy_cost_hh_concentration","freq_bus_use_concentration","freq_fatal_accidents_concentration","freq_train_use_concentration","ghg_per_acre_concentration","green_commute_concentration","grid_disturbances_concentration","hh_int_access_concentration","highway_miles_concentration","homelessness_concentration","housing_cost_burden_concentration","housing_units_concentration","hud_202_concentration","hud_hcv_concentration","hud_pbs8_concentration","hud_ph_concentration","incomplete_kitchen_concentration","incomplete_plumbing_concentration","intercity_km_concentration","overcrowded_housing_concentration","ozone_concentration","permits_concentration","pm25_concentration","power_generation_concentration","pub_transit_commute_concentration","pub_transit_stops_concentration","rail_transit_km_concentration","rr_freight_route_miles_concentration","rr_incident_killed_concentration","rr_incident_number_concentration","rr_pax_route_miles_concentration","stations_elevated_concentration","stations_subway_concentration","superfund_site_concentration","transport_costs_concentration","transport_trade_jobs_concentration","vacancy_rate_concentration","water_system_violations_concentration"
"72","fta_5310",-0.0581469217675916,-0.0408867317884829,0.0943139433236879,0.114797267663572,NA,0.147525209764515,NA,NA,-0.028002009253617,-0.0446356129657633,NA,NA,NA,NA,NA,0.00885478139134666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0200269139731044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0206062435013129,-0.0232894722683963,NA,NA,NA,NA,NA,NA,NA,NA,-0.00458848496081765,NA,NA,NA
"73","fta_5311_combined",-0.430974788751136,0.319236384556139,0.352754743004296,-0.474627272162668,NA,NA,NA,NA,0.792422799816352,-0.372007260705031,NA,NA,NA,NA,NA,-0.13872010270185,NA,-0.581021538704365,NA,NA,NA,0.872921258234973,NA,NA,NA,NA,NA,-0.400308629504488,NA,NA,0.466556043098297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.462186763831404,-0.320773705744447,NA,NA,NA,NA,NA,NA,NA,NA,0.650089659757956,NA,NA,NA
"74","fta_5329_e",0.220524012449743,-0.0592085209781891,-0.426105840144041,0.511596220225273,NA,NA,NA,NA,-0.499155627363829,-0.00538843400599764,NA,NA,NA,NA,NA,-0.353104602007689,NA,0.747782837809365,NA,NA,NA,-0.574465099020249,NA,NA,NA,NA,NA,NA,NA,NA,0.00548188967591057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.585307570079753,NA,NA,NA,NA,NA,NA,NA,NA,-0.411373691172279,NA,NA,NA
"75","fta_5337_combined",-0.0166171371018404,-0.672691415381083,-0.839536857703858,1.26034274219223,1.65531391083255,NA,NA,NA,-0.780863950829298,0.044096076827276,NA,NA,NA,NA,NA,-0.671346395675747,NA,1.54137233165085,NA,NA,NA,-0.857149182703446,NA,NA,NA,NA,NA,1.25953157802007,NA,NA,-0.055175944227126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30547795853613,0.536676133357165,1.43707972036421,NA,NA,NA,NA,NA,NA,NA,-0.821511821460068,NA,NA,NA
"76","fta_5339",0.0178785025081332,-0.210469362376977,-0.181500243138208,0.0518809161691394,NA,NA,NA,NA,0.0208992456767016,0.129368519989028,NA,NA,NA,NA,NA,-0.197671943113731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113791488166298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0970450450677249,0.127543479607182,NA,NA,NA,NA,NA,NA,NA,NA,-0.10545757705862,NA,NA,NA
"77","fta_rail_vehicle",-0.242958715993495,-1,-0.206654918351965,0.755306177050813,NA,NA,NA,NA,NA,-0.722861109282426,NA,NA,NA,NA,NA,-0.304317594356067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20793935975796,0.722816670159186,0.448546469629409,NA,NA,0.632826405896869,NA,NA,NA,NA,NA,NA,NA
"78","grrp_comp",0.69009963529018,1.02290570171035,0.0461936175840054,0.203291667732802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03826706723311,NA,NA,NA,NA,-0.90164240820281,NA,NA,0.194540724086502,NA,NA,NA,-0.294471135578818,NA,NA,NA,NA,NA,-0.792167832278974,0.485280663262655,0.708568748943697,-0.439376966621157,-0.162578207518326,0.487608625776487,NA,NA,NA,NA,0.42540083222977,NA,0.629737726692267,-0.300898472892508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","grrp_elements",-0.286000813222053,0.0372809442762037,0.089413069860695,0.379545010820509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.578282736669096,NA,NA,NA,NA,0.702290728396977,NA,NA,-0.0174033496642646,NA,NA,NA,0.533260251720807,NA,NA,NA,NA,NA,-0.395109009505944,-0.532488350454161,1.46636144265013,0.18234322136698,0.839077409037695,0.850504799079889,NA,NA,NA,NA,-0.232148905998496,NA,0.134565859396067,0.324529937818269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","grrp_leading",0.137967480555478,-0.405594732527255,-0.741319096885743,0.908780610206974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.622687320805025,NA,NA,NA,NA,0.272748080747019,NA,NA,0.445845985012261,NA,NA,NA,-0.196624173202679,NA,NA,NA,NA,NA,-1,-0.270843174930059,0.945814509977545,0.388295838212073,0.509895573531229,0.607169818349639,NA,NA,NA,NA,-0.0252336181394133,NA,-0.592902225880222,0.3411256499763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","hcv",0.239430405613857,-0.304148438901461,-0.340479473825429,0.399020960177862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.252303602012965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.790049408546168,0.479341010018834,0.246735251409531,NA,0.66770693956057,NA,NA,-0.355424200253342,-0.356410643506935,NA,0.427247962846273,NA,0.290903755433283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.327683945729971,NA
"82","home",0.00264795850294286,-0.0708625416131797,-0.0426737339207296,0.145965830083385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0899831303896893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.204478068815639,0.154339356210611,-0.0408081786640925,NA,NA,NA,NA,0.0343371915662547,0.0283414128382946,NA,0.117951063083664,NA,0.210393815818785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0719217107473216,NA
"83","hud_disability",-0.211390135579438,-0.140977306182798,0.10052481798782,0.35854719344274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.129619414410507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075392368429138,-0.0190292991742909,-0.209622112771007,0.598993719563284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","hud_esg",-0.0556909524938354,-0.107335462998219,-0.0856240802600322,0.213163078045522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0215781482720806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.138046719440383,0.085498890964848,-0.0885444023427029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","hud_hopwa",0.20659345338743,0.313921665326427,0.0855958746967846,0.450321766750863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.152028296201208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.251285960981645,0.375846721285277,0.0190168568039766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","hud_htf",0.0971392682372623,-0.254701284814185,-0.222369443522332,0.137641552147434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.176995023604732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43049972085925,0.278902349581443,0.111995852713005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","indian_health",-0.70142375848267,-0.602253775511523,-0.625365581767128,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.408827255941651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.979348103966224,-1,-0.944711880400623,-0.879378506989989,-0.956657970842027,1.83996167325322,1.90658689307906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.80794123440216
"88","indian_water",-0.590326250622599,-0.582001257088421,1.69873328580717,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,1.9302874890184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64712059032028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0207769824006,NA,NA,NA,NA
"89","infra",-0.102005276940572,-0.519689320997562,-0.179342765040261,-0.375397416816366,NA,NA,NA,NA,-0.441652815913262,-0.227585576418042,NA,NA,NA,NA,NA,-0.476772127527608,NA,NA,NA,NA,NA,NA,NA,NA,-0.312055637564953,NA,NA,NA,NA,NA,0.27099706560255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.797446504721956,NA,NA,NA,NA,NA,NA,-0.299165702006699,NA,NA,NA
"90","land_port",0.267243922478265,0.172881279394742,-1,-0.944831280674747,NA,NA,NA,NA,-0.048056396329291,NA,-0.2283060443666,-0.601847353201467,NA,NA,NA,0.699399998640598,NA,-0.84445533759393,NA,-0.608821639540977,NA,NA,NA,NA,NA,NA,-0.824970595679689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00026757341944,NA,0.142056536072003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.643777580156248,NA,NA
"91","low_no_emission",0.322655102036932,0.10498606334772,-0.257542164065276,0.158170602546227,0.310915270798365,NA,NA,NA,-0.16117041440918,0.0364532332959198,NA,NA,NA,-0.115874835815572,NA,-0.244949168260207,NA,NA,NA,-0.131462589801672,NA,-0.149942838798282,NA,0.284215754551558,NA,NA,0.417990875594184,0.252861843808599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184813706551884,NA,-0.108468227542887,NA,0.278761012692412,0.288801199119043,NA,NA,NA,NA,NA,NA,NA,NA,-0.169452839244558,NA,NA,NA
"92","mega",-0.900130400037915,0.426586746740463,0.972195684275371,0.227180082735035,1.17009854411913,NA,NA,NA,0.744918783146943,-0.909974273116486,NA,1.51476883903149,NA,NA,NA,-0.348099814061588,NA,0.313565516805736,NA,0.374024969589537,0.444209287023871,0.737592816936289,NA,0.22909399582076,0.6479069620336,0.20460550122369,0.478113015167262,0.205487054424878,NA,NA,0.432011492027038,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.416606068592561,NA,-0.907390779968377,NA,0.279951191044628,NA,0.256634171422604,-0.419618029329369,0.200982677058401,0.783664078715763,0.250690081105736,0.483284307209566,-0.408772202134817,0.572019239719973,0.36166776407705,NA,0.683617530736312,0.0992236597648111,NA,NA
"93","motor_carrier_safety",-0.561012752113055,-0.0302272524630101,-0.0341979954330036,0.134053802161761,0.306380661003026,NA,NA,NA,0.707808270227242,-0.309841805238827,NA,NA,NA,NA,NA,-0.427434613734917,NA,-0.1071777736456,NA,NA,NA,NA,NA,NA,0.0556083124393965,NA,NA,NA,NA,NA,0.771171721071996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","national_lab",-0.106410798123243,0.368659631665624,0.213263877393421,-0.451991620175263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.382405077010178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","natural_gas",-0.800361341792742,0.794123044570359,0.896236434611828,0.185465603104902,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0823950399120277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.915190075894943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.574496870366911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","nhtsa",-0.0208109666792693,0.0095689789298683,0.00748289983802519,-0.14092529460981,NA,NA,NA,NA,0.199033049754525,-0.0155602275071337,NA,NA,NA,NA,NA,-0.269726310512143,NA,NA,NA,NA,NA,NA,NA,NA,0.0378956593412465,NA,NA,NA,NA,NA,0.277337284813549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","ntia_middle_mile",0.282608544201175,-0.134714089686533,-0.286088468946928,-0.723064374422122,NA,NA,NA,NA,NA,NA,NA,NA,0.63152026083843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0380309618923806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","ports",0.00915630092033526,-0.480984315387509,-0.342717788337949,-0.00897084697459272,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.23054987363398,NA,-0.465987991068579,-0.517127978941096,NA,NA,NA,0.794693446519877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","public_hsg",-0.403661485690763,-0.0649458178280143,-0.0383187184022111,1.21029456754043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.386602259807872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48771127162083,0.48931907350356,-0.574225869933777,NA,NA,NA,1.46470408576167,0.176611836204017,0.191760851604984,NA,0.23254268649311,NA,1.11568853785894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.147699976096345,NA
"100","public_hsg_cap",-0.4153087892536,0.0256087880406743,0.0317992934606219,0.970131075330608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.346247271085655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.397819532572179,0.435502270455637,-0.563132390703446,NA,NA,NA,1.31866279520057,0.217360493979783,0.22699645187512,NA,0.215702837567399,NA,0.961119483729896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.103233850991052,NA
"101","raise",-0.264176435306004,-0.0736077377500886,-0.0526365055585299,-0.251610674017279,NA,NA,NA,NA,0.404476619014215,-0.20268860192906,NA,NA,NA,-0.0307748566998711,NA,-0.287674368714788,NA,-0.383462652849622,NA,NA,NA,0.46206521955572,NA,NA,0.0103460914301534,NA,NA,-0.171799978470748,NA,NA,0.551878522250256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.222465332086141,0.0967904400379804,NA,NA,NA,NA,NA,NA,NA,NA,0.276962565484935,NA,NA,NA
"102","reconnect_community",-0.359189011598784,-0.121781317133202,-0.281235495268586,0.393683941210595,NA,NA,NA,NA,NA,-0.295021291723423,NA,NA,NA,NA,NA,-0.255006170156167,NA,NA,NA,NA,NA,-0.442014232436272,NA,NA,NA,NA,NA,0.553345811509482,NA,NA,-0.021817648599464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.220015940526823,0.36067948255377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","rural_surface",-0.640011286918303,-0.260885579580388,-0.0476096629990185,-0.70424485626257,NA,NA,NA,NA,1.16835326547938,-0.281708333751439,NA,NA,NA,NA,NA,-0.781383622236433,NA,NA,NA,NA,NA,NA,NA,NA,0.387391798996232,NA,NA,-0.530893769677967,NA,NA,0.772607231974449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.541975548215265,-0.184719902987992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","s8_project",-0.109176972688897,-0.336946102774674,-0.335853077115995,0.633004096479999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.267726802977014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.590837072990232,0.214285001446836,-0.0412961735933193,NA,NA,0.791048913106845,NA,-0.127371826825621,-0.135608070930335,NA,0.19483326347774,NA,0.685220602531113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.371345469464306,NA
"105","safe_streets",0.223088283410191,-0.172199205237561,-0.254084748501595,0.116887797628338,-0.0197754166839045,NA,NA,NA,-0.258728678290199,NA,NA,NA,NA,NA,NA,0.12794633199389,NA,NA,NA,NA,NA,NA,NA,NA,-0.179671200904788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.306102775877213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","smart_grid",-0.324500491471857,-0.395097342087262,-0.186860980785188,-0.01508222314561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0737230316882916,NA,NA,0.28564148224615,NA,NA,NA,0.079098285089185,NA,0.589765494590408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.373608358897147,NA,-0.198003644472143,-0.0911003982569626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","tribal_broadband",-0.627857002925618,-0.304412233522668,-0.00117585608899051,-0.931865878439884,NA,NA,NA,NA,NA,NA,NA,NA,0.999809215422734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1312324264718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","ttp",-0.356185922493423,0.130160125084571,0.219894901389244,-0.948508766986408,NA,NA,NA,NA,0.909475879393958,-0.195685474052572,NA,NA,NA,NA,NA,-0.311565839946899,NA,NA,NA,NA,NA,NA,NA,NA,0.47627322624965,NA,NA,-0.281192804405073,NA,NA,0.550279112781441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.632109171608766,-0.46251882339575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","usace",-0.44483744186275,-0.0606835357080449,0.0510916196204152,0.332343423155208,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75440495475669,NA,NA,-0.122243086781659,NA,-0.0647824345476316,0.356426475928844,NA,NA,0.187742552200546,NA,NA,NA,-0.337337625978178,NA,-0.0569427347552331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.539861119250472,NA,0.0413038802191625,-0.823217527955382,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.331681545439031,NA,NA,NA,0.0454062759579668
